id,new,title,description,summary,keywords,mirror-site,platforms,copying-policy,sha
e100pkt,,E100PKT,Pilote de paquets pour DOS,,"net, ethernet, paquet, pilote, e100, intel",,DOS (NASM),"GNU General Public License, Version 3",ba36bd9db6c02db960b398bbe8c3d5a394e5091412e3d4561c16eb3c1ee7c3d8
e3,,e3,un mini éditeur de texte disponible en 32 et 16 bits,,Éditeur hexadécimal visionneur déboguer,,DOS,"GNU General Public License, Version 2",4be247ff8e323806e1cb874b4ca7b9afc3e1db3863c63ad274c651cb93e2857e
edict,,EDICT,Enhanced Disk Image Creation Tool - Outil de création d'image disque amélioré - utilitaire de création d'image disque pour les disquettes présentant des problèmes,,dos 16 bits,,DOS,Simplified (2-Clause) BSD License,079da193dc471401a9562908dda313cad432aa3caf7ee3faba8d758b4e8984f2
edit,,FreeDOS Edit,Clone FreeDOS amélioré d'Edit de MS-DOS,,Éditer Éditeur,,DOS (Borland C),"GNU General Public License, Version 2",a7a4e642734e65f2eaca2fca651a6d3cd8af715f907e47bad70cb1009d3d5176
edlin,,EDLIN,Le programme edlin est l'éditeur de lignes standard de FreeDOS.,,"éditer, éditeur, éditeur de lignes",,"DOS (Microsoft Visual C++ en mode C, Borland C++), FreeDOS, OpenWatcom, Linux (gcc)","GNU General Public License, Version 2",ae5774b607b6d390ce62c4407dcef5a3dd095c7b7c794b8b539791a8d823c514
eliza,,Eliza,L'une des premières IA de robot de discussion,,,,DOS,Public Domain,856f70903df19d406a2ee9aaac63ebb41826352efc5e551fce27358b13c58c68
eltorito,,ElTorito,Paquet simple pour le pilote CD  SysLinux ElTorito.,,,,DOS,"GNU General Public License, Version 2",8054d580df67abd456541672285c07a0aaf666b6a4dbcc7bb59001169f146c2f
elvis,,elvis,"Un clone de vi/ex, l'éditeur standard UNIX. Supporte presque toutes les commandes vi/ex",,"vi, éditeur",,,Clarified Artistic License,6107d879794e2e2979dc5e701cc63c38540767f7ccc6407c14571c054e51f78b
emm386,,EMM386,"Fournit EMS, XMS, VDS, UMB, HMA, et VCPI pour les applications DOS",,EMM386 UMB EMS HIMEM XMS VDS USB POOL SHARING STABLE QEMU VPC A20 REBOOT UPX --8086,,DOS,Artistic License,4c44701dc2fe06805cfd6a080d40da8e4376bca44bfa0dfc3946f5476d7e8e62
empong,,Emeritus Pong,Emeritus Pong est un clone du bon vieux jeu 'Pong'.,,"Pong, Jeux",,DOS,"GNU General Public License, Version 3",a25ef6ee9fc12eaff8bd65f406e162d49a3d1d69b0a270414792985c576f1d46
etherdfs,,ETHERDFS,Système de fichiers DOS Ethernet (mappe un lecteur distant sur Ethernet brut),"EtherDFS est un TSR «système de fichiers installable» pour DOS. Il mappe un lecteur d'un ordinateur distant (généralement basé sur GNU/Linux) à une lettre de lecteur local, en utilisant des trames Ethernet brutes pour communiquer. Pendant des années, j'utilisais LapLink pour transférer des fichiers entre mes différents ordinateurs «rétro». Cela fonctionne, oui, mais c'est aussi affreusement lent et nécessite une attention constante. Un jour, j'ai pensé: «ne serait-il pas étonnant que tous mes PC DOS puissent partager un lecteur réseau commun, de la même manière que NFS fonctionne dans le monde *nix?». Ce jour EtherDFS était né. Je n'ai clairement rien inventé - le concept existe depuis presque aussi longtemps que le premier PC IBM, et plusieurs produits commerciaux ont répondu à ce besoin dans le passé. Je ne connais cependant aucune solution libre et open-source. De plus, toutes les solutions commerciales que je connais nécessitent d'abord de configurer un environnement réseau assez complexe, tandis qu'EtherDFS n'a besoin de rien de plus qu'un simple pilote de paquets.",etherdfs,,DOS,MIT License,051deb3d0ed49f3223af6cc883149219dbde1e6152d00460a0e6aede14e5c364
ethflop,,ethflop,Émulateur de disquette soutenu par le réseau pour DOS,"ethflop est un TSR DOS qui émule un lecteur de disquette. La disquette (virtuelle) émulée est, en fait, stockée sur un serveur GNU/Linux sous forme d'image de disquette. Toutes les communications entre ethflop (le TSR) et ethflopd (le démon GNU/Linux) sont échangées via Ethernet brut. Aucune configuration réseau n'est nécessaire - le PC DOS n'a besoin que d'une sorte d'adaptateur Ethernet (physique ou émulé, par exemple via PLIP) et d'un pilote de paquets approprié. Le serveur GNU/Linux et le PC DOS doivent être connectés à un segment Ethernet commun (même LAN).","network, floppy, emulator, asm",,DOS,ISC license,743ed1d85d17efef41229b46a8a8308fe8cd8e80bc70d23868b06215fb38615d
ethtools,,ETHTOOLS,"Une collection d'outils de diagnostic pour les réseaux Ethernet. Compilé avec la pile WatTCP. Comprend ETHWHAT, WWWATCH, ETHSEND, ETHDUMP, ETHWATCH, ETHSHOW,",,ethtools,,DOS,EUPL v1.1,8eaebf27bea97055a93e8f03b81f5a4fae5e1236be73d9a733c6729483bd2c0a
euphoria,,Euphoria,L'interpréteur/compilateur Euphoria,,euphoria,,DOS,Free (sources available),4ed9a4c108e5c4c7dd22e0d01598ab2e3e45b184c2bc74608c15995fe102ea0e
ev4de,,EV4DE,"EV4DE est un jeu  qui consiste à piloter un vaisseau dans l'espace et à éviter les astéroïdes. Jouez avec trois différents modes, débloquez des vaisseaux supplémentaires, obtenez le meilleur score ! Il est possible de jouer à EV4DE avec le clavier, mais je recommande fortement l'utilisation d'une manette.",,jeux,,DOS,"GNU General Public License, Version 3",f8f8516c58878596f1ff67a13646d39d5756acda73641a5e9748e4adbc4d987d
ewsnake,,EW Snake,Un clone du jeu classique de serpent (aussi connu en tant que 'nibbles').,,"serpent, nibble",,DOS,"GNU General Public License, Version 2",334c300a6e82a0aa6373cea2be8fc0dfc94f8629379f6506b00b260bd9382fec
exe2bin,,exe2bin,Convertir un fichier exe au format bin,,freedos,,dos,"Sybase Open Watcom Public License, Version 1.0",252718b072b094be2ce877f92bd6616bbf4c9f4beb1f8bdcf2ea7c88ab43c6fb
fasm,,flat assembler (fasm),Assembleur 80x86  rapide mais puissant,"L'assembleur flat (en abrégé Fasm) est un assembleur rapide pour les systèmes d'exploitation DOS, Windows et GNU/Linux. Il a été conçu principalement pour l'assemblage d'instructions x86 et prend en charge les jeux d'instructions x86 et x86-64 avec MMX, 3DNow !, SSE jusqu'aux extensions SSE4, AVX, AVX2, XOP et AVX-512 et peut produire des sorties au format binaire simple, MZ , Format PE, COFF ou ELF. Il inclut le support de macroinstruction puissant mais facile à utiliser et effectue plusieurs passes pour optimiser la taille des codes d'instruction. L'assembleur flat est auto-hébergé et le code source complet est inclus.","assembleur, asm, fasm",,DOS,Modified (2-Clause) BSD License,8a21270007a062d4564a28e9e05d6a1cdde13184b77e0a8290c867e6467b34fd
fasthelp,,FASTHELP (was HELP),Afficher les fichiers d'aide,,"freedos, help, man, fasthelp",,dos (Borland C 3.1),GNU General Public License,7e201a9e2246c7e9fcd9f77244c74a22cd89dc9393068ec8e408efcb915b3595
fbc,,FreeBASIC,"FreeBASIC, un compilateur BASIC 32 bits",,"basic, compilateur",,"DOS, Windows, Linux","GNU General Public License, Version 2",041ea6de208f796fc378e465f866ef9a43e714916d9cc82f32fb836ea27e52f0
fbc_help,,FreeBASIC help files,Système d'aide pour le compilateur FreeBASIC (FBHELP v0.8b),,"basic, aide, compilateur",,"DOS, Windows, Linux","GNU General Public License, Version 2",813bb2e8f70429c255133898f5e413e125b54bd40817ae4e6b74b19457ecb6c8
fc,,fc,Utilitaire de comparaison de fichiers,,"freedos, fichier, comparer, fc",,dos (C) *** utilise FreeDOS kitten,"GNU General Public License, Version 2",bfca673575e25e66fcc3fe5a094fa80b29fd9bdfe6de9ccecb911937224c2a1f
fdapm,,FDAPM,"Contrôle/information APM/ACPI, contrôle de TSR/économie d'énergie, vidage du tampon, redémarrage... {un remplacement pour MS-DOS POWER}",,"APM, ACPI, alimentation, batterie, économie d'énergie, ralentissement, écran dpms, redémarrage, arrêt",,DOS (nasm),"GNU General Public License, Version 2",21812a362a45ec1c06cfb10496c15cda0de7230851ff3502c8f1bfb5ca669349
fdhelper,,FreeDOS Helpers,Fichiers batch pour effectuer diverses tâches sous FreeDOS,"Batch programs pour effectuer des tâches. Comme le message 'Bienvenue à FreeDOS', initialisation de CD/DVD-ROM et davantage encore",boot cd dvd langage message autoexec config extension lecteur système,,DOS,"GNU General Public License, Version 2",5c547310e2c473a501a4afd869ac64fc4a5426f671528076674fb8a02092553b
fdimples,,FDIMPLES,Programme d'installation de FreeDOS - Logiciel d'édition de la liste de mes paquets,FDIMPLES est l'éditeur de liste de paquets pour le mode avancé du programme d'installation de FreeDOS (FDI). Il peut également fonctionner en tant que programme autonome pour fournir une interface plus conviviale à l'utilitaire de gestion de paquets en ligne de commande FDINST.,dos 16 bits,,DOS,"GNU General Public License, Version 2",2e821e1ac9810e376145724ac0611bf4a691913036c1b081e7f2250c416c5613
fdisk,,Fdisk,Outil Fixed disk - créer des partitions.,,"fdisk, formater, disque dur, partition, fat16, fat32, partition, mbr",,"DOS, FreeDOS","GNU General Public License, version 2",2b94b779337e1c80a060223aac0989cc9cd5ad960b11f004b85bb8587624889c
fdisrc,,FDI Sources,Les fichiers source du programme d'installation de FreeDOS (FDI).,,dos batch,,DOS,"GNU General Public License, Version 2",9b452be7f7f012667f086e70b3b3fcb926d6fcf72cc6e4622b602cf250b56969
fdnpkg,,FDNPKG,un gestionnaire de paquets compatible réseau pour FreeDOS,"FDNPKG est un gestionnaire de paquets avec une fonctionnalité réseau pour DOS. FDNPKG est publié sous licence MIT. Il permet d'installer/supprimer/mettre à jour des logiciels sur un système DOS en utilisant des dépôts en ligne (http) ou locaux. Il est écrit principalement par Mateusz Viste pour le projet FreeDOS, mais peut également être utilisé avec d'autres systèmes DOS. FDNPKG signifie 'FreeDOS Network Package manager'.","fdnpkg, mise à jour, paquets",,DOS,MIT License,c4ed62da1f2a3977371a27b150d8b5fe06e8cb53f8756aa13ec12199affd2352
fdpkg,,FreeDOS Package Manager,"Gère l'installation, l'effacement et la mise à jour de paquets FreeDOS au format zip ou 7zip",,"freedos, paquets, zip, 7z, 7zip, installer, mettre à jour, enlever",,DOS,"GNU General Public License, Version 2",0a700ba169bdfb2c27c003d70a2af3ab5b5b05232de8f6ab121d1f3384826e00
fdshell,,FDSHELL,Implémentation de l'interface utilisateur graphique DOSSHELL pour FreeDOS,,DOSSHELL interface graphique FreeDOS DOS,,,"GNU General Public License, Version 2",76bc04a5193a620777822da1355c470bd9ee34628e9bd3efa238901ff1c20f44
fdshield,,FDSHIELD,"Un bloqueur d'action contre les malwares et un avertisseur, aident à réduire l'activité des virus sur votre DOS",,"freedos, vsafe, virus, bouclier",,DOS,"GNU General Public License, Version 2",bab03f2f55fdf77f99ccb9dfc9e3cfdde75ed9b4c7d77047c4849100e1e69eab
fdtui,,FreeDOS TUI Shell,Shell d'interface utilisateur en mode texte de FreeDOS.,,"freedos, shell",,dos,"GNU General Public License, Version 2 & 3",50782b6c39d901680afa897c99dbedbf6b53549aa0094836391aa3bc2402493e
fdupdate,,FreeDOS Updater,FreeDOS Updater permet de maintenir facilement votre système FreeDOS à jour. Il peut aussi être utilisé pour installer de nouveaux logiciels.,,"Mettre à jour, mise à jour, FDUPDATE, FreeDOS",,FreeDOS (FreeBASIC v0.20.0),"GNU General Public License, Version 2",9c3d4c7b0c2ab016cd0dec01964ed5671ef4460a9b24a135f56f9ba857c3ffa1
fdxms,,fdxms,Pilote XMS de remplacement pour les systèmes '386 ou supérieurs,,"freedos, xms, himem",,dos (ASM),"GNU General Public License, Version 2",afb076daea109562567c05124c60a77e8b1cddd9893929cc2e36ea371754f396
fdxms286,,fdxms286,Pilote XMS de remplacement pour les systèmes '286 ou supérieurs.,,"freedos, xms, himem",,dos (ASM),"GNU General Public License, Version 2",5bac26a246505be0a101e2bc654b7402b29917efe524f22178a23b7306e8a52d
fed,,FED,Un éditeur de texte avec coloration syntaxique et plus encore,,"texte, éditeur",,DOS,"GNU General Public License, Version 2",c52bd7aa675916add649e89b76d7cf4f9d9360b8fb36b734e17bcba117034db8
find,,find,Afficher toutes les lignes d'un ou plusieurs fichiers contenant une chaîne donnée. Recherche inverse et insensible à la casse également possible.,,"freedos, find, grep",,"DOS (e.g. Borland C, Turbo C), includes own KITTEN library version","GNU General Public License, Version 2",ea5230748b409619dd77adeb3021a9c66fc2a82b382d5a4d50d1daed743a08d0
finddisk,,FindDisk,petit utilitaire pour localiser un disque par étiquette,,"Freedos, disque",,,Public Domain,c8cebe8f43e72875fdc243eb97b3dca0ecde0bc5c92789b9f2e7bade7ff7665d
flashrom,,Flashrom,Outil universel de sauvegarde/mise à jour du micrologiciel eeprom et bios,,flashrom flash bios firmware uefi efi,,DOS,"GNU General Public License, Version 2",b1b272ec8ab104a570638d9e2f97ead4f859c55e249b1a144678c017a62d4436
flpybird,,Floppy Bird,"Floppy Bird est un clone de l'infâme Flappy Bird écrit en assembleur 16 bits (x86).En d'autres termes, il fonctionne sur du métal brut et ne nécessite pas de système d'exploitation sous-jacent, c'est un système d'exploitation à lui seul.",,"jeux, action",,DOS,MIT License,ff3f04dbe4fddaa7dd3bd9edab0ac2d9e277449695119dc6ee04b5a91fe66422
fmines,,FancyMines,Un jeu de type mines avec de jolis thèmes graphiques.,,mines,,DOS,"GNU General Public License, Version 3",7336d959059c9d47289add842d0142b7e605a774b2f158df364c60062501e571
